Ch1 ,Ch2 ,Ch3 ,Ch4 ,Ch5 ,Ch6 ,Ch7 ,Ch8 ,Ch9 ,Ch10 ,Ch11 ,Ch12 ,Ch13 ,Ch14 ,Ch15 ,Ch16 ,Ch17, Ch18 
7.8,18,13.2,8.3,7.1,7.1,7.1,7.1,5.4,5.4,5.4,5.4,5.4,7.1,7.1,7.1,7.1,7.1
